id,mood_category,verse_key,text,fullVerse,ref,status,devotional,prayer,createdAt,updatedAt,note
230,lonely,lonely-2cor1_3-4,"Blessed be God, even the Father...","Blessed be God, even the Father of our Lord Jesus Christ, the Father of mercies, and the God of all comfort; Who comforteth us in all our tribulation...",2 Corinthians 1:3-4,published,God is the Father of mercies and all comfort — He comforts you in lonely tribulation.,"Father of mercies, comfort me in this lonely tribulation. Thank You for Your compassion. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He comforts in every lonely trouble.
231,lonely,lonely-ps22_24,For he hath not despised nor abhorred...,"For he hath not despised nor abhorred the affliction of the afflicted; neither hath he hid his face from him; but when he cried unto him, he heard.",Psalm 22:24,published,God never despises or hides from the afflicted and lonely — He hears every cry.,"Lord, thank You for not despising my affliction. You hear when I cry. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He hears the lonely cry.
232,lonely,lonely-ps69_33,The LORD heareth the poor...,"For the LORD heareth the poor, and despiseth not his prisoners.",Psalm 69:33,published,God hears the poor and lonely — He despises no one in their prison of isolation.,"Lord, hear me in my loneliness. I am not despised by You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He hears the poor in spirit.
233,lonely,lonely-ps9_9,The LORD also will be a refuge...,"The LORD also will be a refuge for the oppressed, a refuge in times of trouble.",Psalm 9:9,published,God is a refuge for the oppressed and lonely — your safe place in trouble.,"Lord, be my refuge in this lonely time of trouble. I run to You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He is refuge for the lonely.
234,lonely,lonely-ps62_8,Trust in him at all times...,"Trust in him at all times; ye people, pour out your heart before him: God is a refuge for us.",Psalm 62:8,published,Pour out your lonely heart to God — He is your refuge at all times.,"Lord, I pour out my heart to You in loneliness. Be my refuge. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Pour out — He listens.
235,lonely,lonely-ps142_5,"I cried unto thee, O LORD...","I cried unto thee, O LORD: I said, Thou art my refuge and my portion in the land of the living.",Psalm 142:5,published,"In loneliness, cry to God — He is your refuge and portion.","Lord, You are my refuge and portion. Hear my cry in this lonely land. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He is your portion in loneliness.
236,lonely,lonely-ps91_15,"He shall call upon me, and I will answer...","He shall call upon me, and I will answer him: I will be with him in trouble; I will deliver him, and honour him.",Psalm 91:15,published,"Call on God in loneliness — He answers, stays with you, delivers, and honors.","Lord, I call on You today. Be with me in trouble and deliver me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He answers every lonely call.
237,lonely,lonely-ps145_18,The LORD is nigh unto all them that call upon him...,"The LORD is nigh unto all them that call upon him, to all that call upon him in truth.",Psalm 145:18,published,God is near to every true cry — loneliness ends when you call.,"Lord, I call upon You in truth. Draw near to me in this loneliness. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He is nigh to every caller.
238,lonely,lonely-ps86_7,In the day of my trouble I will call upon thee...,In the day of my trouble I will call upon thee: for thou wilt answer me.,Psalm 86:7,published,"In the day of lonely trouble, call — God promises to answer.","Lord, in this day of trouble, I call on You. You will answer me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He answers in trouble.
239,lonely,lonely-ps34_17,"The righteous cry, and the LORD heareth...","The righteous cry, and the LORD heareth, and delivereth them out of all their troubles.",Psalm 34:17,published,Your lonely cry reaches God — He hears and delivers from every trouble.,"Lord, I cry to You in my loneliness. Hear me and deliver me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He hears every lonely cry.
240,lonely,lonely-deut31_8,"And the LORD, he it is that doth go before thee...","And the LORD, he it is that doth go before thee; he will be with thee, he will not fail thee, neither forsake thee: fear not, neither be dismayed.",Deuteronomy 31:8,published,God Himself goes ahead of you in every step — loneliness fades when He leads the way.,"Lord, go before me today. Remind me You will never fail or forsake me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He leads — you follow in His company.
241,lonely,lonely-gen2_18,"And the LORD God said, It is not good...","And the LORD God said, It is not good that the man should be alone; I will make him an help meet for him.",Genesis 2:18,published,"From the beginning, God knew solitude was not good — He provides companionship in His perfect time.","Father, thank You for seeing my need. Provide the help and connection You designed. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,God designed us for relationship.
242,lonely,lonely-isa26_3,Thou wilt keep him in perfect peace...,"Thou wilt keep him in perfect peace, whose mind is stayed on thee: because he trusteth in thee.",Isaiah 26:3,published,Fix your mind on God amid loneliness — His perfect peace guards your heart.,"Lord, keep my mind stayed on You. Grant me perfect peace in this lonely season. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Peace comes from trusting Him.
243,lonely,lonely-matt11_28,"Come unto me, all ye that labour...","Come unto me, all ye that labour and are heavy laden, and I will give you rest.",Matthew 11:28,published,Jesus invites the weary and lonely to come — find true rest in His arms.,"Jesus, I come to You heavy with loneliness. Give me the rest only You provide. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Rest for the lonely soul.
244,lonely,lonely-ps68_5,A father of the fatherless...,"A father of the fatherless, and a judge of the widows, is God in his holy habitation.",Psalm 68:5,published,God is Father to the fatherless and defender of the vulnerable — He fills every empty role.,"Lord, be my Father in this loneliness. Defend and care for me as only You can. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He fathers the fatherless.
245,lonely,lonely-ps102_7,"I watch, and am as a sparrow alone...","I watch, and am as a sparrow alone upon the house top.",Psalm 102:7,published,"Even in feeling like a solitary sparrow, God sees and draws near to your watchful heart.","Father, in my aloneness like a sparrow, watch over me and draw me close. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He notices the solitary sparrow.
246,lonely,lonely-ps73_23,Nevertheless I am continually with thee...,Nevertheless I am continually with thee: thou hast holden me by my right hand.,Psalm 73:23,published,"Even when life feels uncertain, God holds your hand — constant companionship.","Lord, thank You for holding me by my right hand. I am continually with You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Held by His right hand.
247,lonely,lonely-1chr28_20,Be strong and of good courage...,"And David said to Solomon his son, Be strong and of good courage, and do it: fear not, nor be dismayed: for the LORD God, even my God, will be with thee; he will not fail thee, nor forsake thee...",1 Chronicles 28:20,published,God’s presence empowers courage — He will not fail or forsake you in any task.,"Lord, make me strong and courageous. Be with me and never forsake me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Strength in His unfailing presence.
248,lonely,lonely-ps37_25,"I have been young, and now am old...","I have been young, and now am old; yet have I not seen the righteous forsaken, nor his seed begging bread.",Psalm 37:25,published,A lifetime testimony: God never forsakes the righteous — you will not be left alone.,"Father, thank You that the righteous are never forsaken. Sustain me today. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Never forsaken — a lifetime promise.
249,lonely,lonely-jn16_33,These things I have spoken unto you...,"These things I have spoken unto you, that in me ye might have peace. In the world ye shall have tribulation: but be of good cheer; I have overcome the world.",John 16:33,published,"In a world of trouble and loneliness, Jesus gives peace — He has overcome.","Jesus, thank You for peace in tribulation. Cheer my heart; You have overcome. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Peace in the Overcomer.
250,lonely,lonely-1jn4_13,Hereby know we that we dwell in him...,"Hereby know we that we dwell in him, and he in us, because he hath given us of his Spirit.",1 John 4:13,published,God’s Spirit dwells in you — intimate union that banishes true loneliness forever.,"Lord, thank You for Your Spirit within me. Let me sense Your dwelling presence. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He dwells in you.
301,joyful,joyful-ps118_24,This is the day which the LORD hath made...,This is the day which the LORD hath made; we will rejoice and be glad in it.,Psalm 118:24,published,Every day is shaped by God’s hand and filled with purpose. Rejoicing honors the Giver.,"Lord, thank You for this day You have made. Help me rejoice in it fully. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy sanctifies the day.
302,joyful,joyful-neh8_10,The joy of the LORD is your strength...,"Then he said unto them, Go your way... for the joy of the LORD is your strength.",Nehemiah 8:10,published,Joy anchored in God becomes strength when life presses hard.,"Father, let Your joy strengthen me today. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy empowers endurance.
303,joyful,joyful-ps16_11,In thy presence is fulness of joy...,Thou wilt shew me the path of life: in thy presence is fulness of joy...,Psalm 16:11,published,God’s presence is the birthplace of lasting joy.,"Lord, draw me near and fill me with joy in Your presence. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy lives near God.
304,joyful,joyful-jhn15_11,That my joy might remain in you...,"These things have I spoken unto you, that my joy might remain in you...",John 15:11,published,"Jesus gives His own joy — steady, full, and enduring.","Jesus, let Your joy remain in me today. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,His joy abides.
305,joyful,joyful-ps30_5,Joy cometh in the morning...,"Weeping may endure for a night, but joy cometh in the morning.",Psalm 30:5,published,God never wastes the night — joy always follows.,"Father, thank You that joy comes with the morning. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy follows sorrow.
306,joyful,joyful-isa55_12,Ye shall go out with joy...,"For ye shall go out with joy, and be led forth with peace...",Isaiah 55:12,published,God leads His people forward with joy and peace.,"Lord, lead me today in joy and peace. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy marks obedience.
307,joyful,joyful-ps126_2,Our mouth was filled with laughter...,"Then was our mouth filled with laughter, and our tongue with singing...",Psalm 126:2,published,Restoration turns sorrow into laughter.,"Lord, restore my joy until praise overflows. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy restores.
308,joyful,joyful-rom15_13,Fill you with all joy...,Now the God of hope fill you with all joy and peace in believing...,Romans 15:13,published,Hope-filled faith overflows with joy.,"God of hope, fill me with joy today. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Hope births joy.
309,joyful,joyful-gal5_22,The fruit of the Spirit is joy...,"But the fruit of the Spirit is love, joy, peace...",Galatians 5:22,published,Joy grows where the Spirit is welcomed.,"Holy Spirit, grow Your joy in me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy is cultivated.
310,joyful,joyful-ps100_2,Serve the LORD with gladness...,Serve the LORD with gladness...,Psalm 100:2,published,Glad service is joyful worship.,"Lord, let me serve You with gladness. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Gladness honors God.
311,joyful,joyful-prov17_22,A merry heart doeth good...,A merry heart doeth good like a medicine...,Proverbs 17:22,published,Joy refreshes both body and soul.,"Lord, give me a merry heart rooted in You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy heals.
312,joyful,joyful-ps4_7,Thou hast put gladness in my heart...,Thou hast put gladness in my heart...,Psalm 4:7,published,God-given gladness surpasses abundance.,"Lord, thank You for gladness that comes from You alone. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Gladness is divine.
313,joyful,joyful-1thess5_16,Rejoice evermore...,Rejoice evermore.,1 Thessalonians 5:16,published,Joy is a continual act of trust.,"Lord, teach me to rejoice always. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy is constant.
314,joyful,joyful-ps97_11,Gladness for the upright...,"Light is sown for the righteous, and gladness for the upright in heart.",Psalm 97:11,published,God plants joy ahead of the faithful.,"Lord, thank You for the gladness You have prepared. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy is planted.
315,joyful,joyful-isa9_3,They joy before thee...,They joy before thee according to the joy in harvest...,Isaiah 9:3,published,Joy multiplies when God brings increase.,"Lord, I rejoice before You with thanksgiving. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy multiplies.
316,joyful,joyful-ps33_1,Rejoice in the LORD...,"Rejoice in the LORD, O ye righteous...",Psalm 33:1,published,Joyful praise fits the upright.,"Lord, help me rejoice in You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy fits righteousness.
317,joyful,joyful-ps34_1,I will bless the LORD at all times...,I will bless the LORD at all times...,Psalm 34:1,published,Joy praises God continually.,"Lord, let praise always be in my mouth. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy is continual praise.
318,joyful,joyful-ps34_3,O magnify the LORD with me...,O magnify the LORD with me...,Psalm 34:3,published,Joy grows when shared.,"Lord, help me magnify You with others. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy is shared.
319,joyful,joyful-ps47_1,Clap your hands...,"O clap your hands, all ye people...",Psalm 47:1,published,Joy celebrates God openly.,"Lord, I rejoice and shout to You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy celebrates.
320,joyful,joyful-ps51_12,Restore unto me the joy...,Restore unto me the joy of thy salvation...,Psalm 51:12,published,God gladly restores joy when we ask.,"Lord, restore the joy of Your salvation in me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy is restorable.
321,joyful,joyful-ps63_3,Because thy lovingkindness...,Because thy lovingkindness is better than life...,Psalm 63:3,published,God’s love fuels joyful praise.,"Lord, Your lovingkindness fills me with joy. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Love births joy.
322,joyful,joyful-ps66_1,Make a joyful noise unto God...,"Make a joyful noise unto God, all ye lands.",Psalm 66:1,published,Joy lifts its voice to God.,"Lord, I joyfully praise You today. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy makes noise.
323,joyful,joyful-ps95_1,Let us make a joyful noise...,Let us make a joyful noise to the rock of our salvation.,Psalm 95:1,published,Joy flows from salvation.,"Lord, You are my Rock and my joy. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Salvation brings joy.
324,joyful,joyful-ps98_1,O sing unto the LORD...,O sing unto the LORD a new song...,Psalm 98:1,published,Joy responds with fresh praise.,"Lord, I sing You a new song today. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy sings anew.
325,joyful,joyful-ps98_5,Sing unto the LORD with the harp...,Sing unto the LORD with the harp...,Psalm 98:5,published,Joy praises skillfully and gladly.,"Lord, I praise You with joy. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy is expressive.
326,joyful,joyful-ps100_1,Make a joyful noise...,"Make a joyful noise unto the LORD, all ye lands.",Psalm 100:1,published,Joy is universal praise.,"Lord, I join all lands in joyful praise. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy is global.
327,joyful,joyful-ps103_1,"Bless the LORD, O my soul...","Bless the LORD, O my soul...",Psalm 103:1,published,Joy engages the whole soul.,"Lord, with all that is within me, I bless You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Whole-soul joy.
328,joyful,joyful-ps119_111,Thy testimonies... are the rejoicing of my heart,Thy testimonies have I taken as an heritage for ever: for they are the rejoicing of my heart.,Psalm 119:111,published,God’s Word is a lasting source of joy.,"Lord, let Your Word rejoice my heart. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy in Scripture.
329,joyful,joyful-ps119_162,I rejoice at thy word...,"I rejoice at thy word, as one that findeth great spoil.",Psalm 119:162,published,God’s Word brings rich joy.,"Lord, help me rejoice in Your Word. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy treasures truth.
330,joyful,joyful-ps145_2,Every day will I bless thee...,Every day will I bless thee...,Psalm 145:2,published,Joy turns every day into praise.,"Lord, every day I will bless You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Daily joy.
331,joyful,joyful-ps146_2,While I live will I praise...,While I live will I praise the LORD...,Psalm 146:2,published,Joy lasts as long as life.,"Lord, while I live, I will praise You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Living joy.
332,joyful,joyful-ps147_1,Praise is comely...,Praise ye the LORD: for it is good to sing praises...,Psalm 147:1,published,Joy finds beauty in praise.,"Lord, my joy rises in praise to You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy is fitting.
333,joyful,joyful-ps148_1,Praise ye the LORD from the heavens...,Praise ye the LORD from the heavens...,Psalm 148:1,published,Joy joins all creation.,"Lord, I praise You with heaven and earth. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Cosmic joy.
334,joyful,joyful-ps149_2,Let Israel rejoice...,Let Israel rejoice in him that made him...,Psalm 149:2,published,Joy remembers its Maker.,"Lord, I rejoice in You who made me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy remembers God.
335,joyful,joyful-ps150_1,Praise God in his sanctuary...,Praise God in his sanctuary...,Psalm 150:1,published,Joy fills God’s dwelling with praise.,"Lord, I praise You in Your sanctuary. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy dwells in praise.
336,joyful,joyful-ps150_2,Praise him for his mighty acts...,Praise him for his mighty acts...,Psalm 150:2,published,Joy responds to God’s power.,"Lord, I praise You for Your mighty works. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy responds.
337,joyful,joyful-ps150_3,Praise him with the sound of the trumpet...,Praise him with the sound of the trumpet...,Psalm 150:3,published,Joy uses every voice.,"Lord, let my joy sound in praise. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy resounds.
338,joyful,joyful-ps150_4,Praise him with the timbrel...,Praise him with the timbrel and dance...,Psalm 150:4,published,Joy engages the whole body.,"Lord, I praise You with joyful movement. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy moves.
339,joyful,joyful-ps150_5,Praise him upon the loud cymbals...,Praise him upon the loud cymbals...,Psalm 150:5,published,Joy is unashamed praise.,"Lord, let my praise be bold. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy is bold.
340,joyful,joyful-ps150_6,Let every thing that hath breath...,Let every thing that hath breath praise the LORD.,Psalm 150:6,published,Joy ends in praise.,"Lord, with every breath I praise You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Breath is praise.
341,joyful,joyful-ps28_7,My heart trusted in him...,"The LORD is my strength and my shield; my heart trusted in him, and I am helped: therefore my heart greatly rejoiceth; and with my song will I praise him.",Psalm 28:7,published,Joy rises from trust placed fully in the Lord.,"Lord, my heart trusts You and rejoices in Your help. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy follows trust.
342,joyful,joyful-ps35_9,My soul shall be joyful...,And my soul shall be joyful in the LORD: it shall rejoice in his salvation.,Psalm 35:9,published,Salvation awakens deep joy in the soul.,"Lord, my soul rejoices in Your salvation. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy springs from salvation.
343,joyful,joyful-ps40_16,Let such as love thy salvation...,Let all those that seek thee rejoice and be glad in thee...,Psalm 40:16,published,Seeking God leads naturally to joy.,"Lord, as I seek You, let joy rise within me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy marks seekers.
344,joyful,joyful-ps64_10,The righteous shall be glad...,"The righteous shall be glad in the LORD, and shall trust in him...",Psalm 64:10,published,Joy and trust walk together in righteousness.,"Lord, I trust You and rejoice in You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy with trust.
345,joyful,joyful-ps70_4,Let all those that seek thee...,Let all those that seek thee rejoice and be glad in thee...,Psalm 70:4,published,Joy belongs to those who delight in God.,"Lord, I rejoice in You with gladness. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy delights in God.
346,joyful,joyful-ps92_4,"Thou, LORD, hast made me glad...","For thou, LORD, hast made me glad through thy work...",Psalm 92:4,published,God’s works inspire joyful praise.,"Lord, Your works make me glad. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy in God’s works.
347,joyful,joyful-ps105_3,Let the heart of them rejoice...,Glory ye in his holy name: let the heart of them rejoice that seek the LORD.,Psalm 105:3,published,Seeking God brings rejoicing hearts.,"Lord, my heart rejoices as I seek You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy seeks God.
348,joyful,joyful-ps149_5,Let the saints be joyful...,Let the saints be joyful in glory...,Psalm 149:5,published,Joy belongs to God’s people.,"Lord, I rejoice in the glory You give. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy of the saints.
349,joyful,joyful-prov15_13,A merry heart maketh a cheerful countenance...,A merry heart maketh a cheerful countenance...,Proverbs 15:13,published,Inner joy shines outwardly.,"Lord, fill my heart with joy that shows. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy shows outwardly.
350,joyful,joyful-luk2_10,I bring you good tidings of great joy...,"Fear not: for, behold, I bring you good tidings of great joy...",Luke 2:10,published,The gospel itself is joy delivered.,"Lord, thank You for the joy of the good news. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy announced.
401,sad,sad-ps34_18,The LORD is nigh unto them...,The LORD is nigh unto them that are of a broken heart; and saveth such as be of a contrite spirit.,Psalm 34:18,published,God draws especially close to the broken and heavy-hearted — His nearness is your rescue.,"Lord, draw near to my broken heart today. Save and comfort my crushed spirit. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He is nearest in brokenness.
402,sad,sad-ps147_3,He healeth the broken in heart...,"He healeth the broken in heart, and bindeth up their wounds.",Psalm 147:3,published,God gently heals every wound sorrow leaves — His touch restores what feels shattered.,"Father, heal my broken heart and bind up every wound of sadness. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,His healing is tender.
403,sad,sad-isa61_1,To bind up the brokenhearted...,The Spirit of the Lord GOD is upon me; because the LORD hath anointed me to preach good tidings unto the meek; he hath sent me to bind up the brokenhearted...,Isaiah 61:1,published,Jesus came especially for the brokenhearted — His mission is your mending.,"Lord Jesus, bind up my broken heart as You promised. Bring good tidings to my sadness. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He was sent for the broken.
404,sad,sad-matt5_4,Blessed are they that mourn...,Blessed are they that mourn: for they shall be comforted.,Matthew 5:4,published,Jesus blesses those who mourn — comfort is promised to your sorrow.,"Jesus, I mourn and feel heavy. Bless me with the comfort You promised. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Comfort for the mourners.
405,sad,sad-rev21_4,God shall wipe away all tears...,"And God shall wipe away all tears from their eyes; and there shall be no more death, neither sorrow, nor crying, neither shall there be any more pain...",Revelation 21:4,published,One day every tear ends — God Himself wipes them away forever.,"Father, thank You that sorrow is not forever. Wipe my tears and give hope for no more pain. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Tears end in His presence.
406,sad,sad-ps30_5,Weeping may endure for a night...,"For his anger endureth but a moment; in his favour is life: weeping may endure for a night, but joy cometh in the morning.",Psalm 30:5,published,Night seasons of weeping pass — joy arrives with God’s morning.,"Lord, this night of sadness feels long. Bring joy in the morning. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy follows the night.
407,sad,sad-2cor1_3-4,The God of all comfort...,"Blessed be God, even the Father of our Lord Jesus Christ, the Father of mercies, and the God of all comfort; Who comforteth us in all our tribulation...",2 Corinthians 1:3-4,published,God is the source of every mercy and comfort — He meets you in every sorrow.,"God of all comfort, meet me in this tribulation and pour out Your mercies. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Comfort from the Father.
408,sad,sad-ps56_8,Thou tellest my wanderings...,Thou tellest my wanderings: put thou my tears into thy bottle: are they not in thy book?,Psalm 56:8,published,"God collects every tear — your sorrow is seen, recorded, and precious to Him.","Lord, thank You for treasuring my tears. You see every one. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Tears are kept by Him.
409,sad,sad-isa53_4,Surely he hath borne our griefs...,"Surely he hath borne our griefs, and carried our sorrows...",Isaiah 53:4,published,Jesus carried your griefs and sorrows on the cross — you don’t bear them alone.,"Jesus, thank You for bearing my griefs and carrying my sorrows. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He bore our sorrows.
410,sad,sad-ps42_11,"Why art thou cast down, O my soul...","Why art thou cast down, O my soul? and why art thou disquieted within me? hope thou in God: for I shall yet praise him...",Psalm 42:11,published,Speak hope to your downcast soul — praise is coming again.,"Lord, my soul is cast down. Help me hope in You and praise again. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Hope lifts the downcast.
411,sad,sad-jn16_20,Your sorrow shall be turned into joy...,"Verily, verily, I say unto you, That ye shall weep and lament, but the world shall rejoice: and ye shall be sorrowful, but your sorrow shall be turned into joy.",John 16:20,published,Jesus promises sorrow turns to joy — the turning is certain.,"Jesus, my sorrow feels endless. Turn it to joy as You promised. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Sorrow turns to joy.
412,sad,sad-ps23_4,"Yea, though I walk through the valley...","Yea, though I walk through the valley of the shadow of death, I will fear no evil: for thou art with me...",Psalm 23:4,published,"Even in the darkest valley of sadness, the Shepherd walks with you.","Lord, in this valley of heaviness, be with me and comfort me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He walks through the valley.
413,sad,sad-matt11_28,"Come unto me, all ye that labour...","Come unto me, all ye that labour and are heavy laden, and I will give you rest.",Matthew 11:28,published,Jesus invites the heavy-hearted to rest in Him — lay down your burden.,"Jesus, I am heavy laden with sadness. Give me rest in You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Rest for the heavy.
414,sad,sad-ps143_4,Therefore is my spirit overwhelmed...,Therefore is my spirit overwhelmed within me; my heart within me is desolate.,Psalm 143:4,published,"When your spirit feels overwhelmed and desolate, God understands.","Father, my spirit is overwhelmed. Understand my desolation and help me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He knows the overwhelmed.
415,sad,sad-isa41_10,Fear thou not; for I am with thee...,Fear thou not; for I am with thee: be not dismayed; for I am thy God...,Isaiah 41:10,published,God’s presence banishes fear in sorrow — He strengthens and upholds.,"Lord, I am dismayed and sad. Strengthen and uphold me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,No fear with Him near.
416,sad,sad-ps55_22,Cast thy burden upon the LORD...,"Cast thy burden upon the LORD, and he shall sustain thee...",Psalm 55:22,published,Give God your heavy burden — He sustains when you can’t carry on.,"Lord, I cast my heavy burden on You. Sustain me today. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He sustains the burdened.
417,sad,sad-1pet5_7,Casting all your care upon him...,Casting all your care upon him; for he careth for you.,1 Peter 5:7,published,Every care and sadness is safe with Him — because He cares deeply.,"Father, I cast all my sadness on You. You care for me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He cares deeply.
418,sad,sad-ps61_2,When my heart is overwhelmed...,"From the end of the earth will I cry unto thee, when my heart is overwhelmed: lead me to the rock that is higher than I.",Psalm 61:2,published,Cry out when overwhelmed — God leads to higher ground.,"Lord, my heart is overwhelmed. Lead me to the Rock higher than I. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Higher ground in Him.
419,sad,sad-lam3_31-32,For the Lord will not cast off...,"For the Lord will not cast off for ever: But though he cause grief, yet will he have compassion according to the multitude of his mercies.",Lamentations 3:31-32,published,Grief is not forever — God’s compassion returns in mercy.,"Lord, though grief lingers, have compassion on me according to Your mercies. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Mercy after grief.
420,sad,sad-ps119_28,My soul melteth for heaviness...,My soul melteth for heaviness: strengthen thou me according unto thy word.,Psalm 119:28,published,"When your soul melts with heaviness, God’s Word strengthens.","Father, my soul melts with heaviness. Strengthen me by Your Word. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Strength from His Word.
421,sad,sad-2cor4_16-18,For our light affliction...,"For our light affliction, which is but for a moment, worketh for us a far more exceeding and eternal weight of glory...",2 Corinthians 4:16-18,published,Earthly sadness is momentary — eternal glory outweighs it.,"Lord, help me see this affliction as light and momentary. Fix my eyes on eternal glory. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Glory outweighs sorrow.
